"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.687286300E-1,-5.763142586E0,-9.687239647E0,-5.222053051E0,1.242281218E1
6.707418630E-1,-4.903624535E0,-1.005594635E1,-4.594472885E0,1.209449344E1
6.727550290E-1,-4.005499363E0,-1.040789413E1,-3.895366192E0,1.181279659E1
6.747682950E-1,-3.538630009E0,-1.056351757E1,-3.562572241E0,1.169622703E1
6.767815610E-1,-2.504334927E0,-1.080293751E1,-2.932897091E0,1.147070345E1
6.787948610E-1,-1.276109457E0,-1.098489666E1,-2.365471363E0,1.130892854E1
6.808063610E-1,1.651999205E-1,-1.104235744E1,-2.126051188E0,1.124637909E1
6.828196610E-1,9.624691010E-1,-1.109502983E1,-1.723825216E0,1.126932150E1
6.848328940E-1,2.726995707E0,-1.104475212E1,-1.441309452E0,1.146736360E1
6.868461600E-1,4.647145271E0,-1.090109921E1,-1.297657371E0,1.192115085E1
6.888593930E-1,5.638644218E0,-1.078857231E1,-1.264138460E0,1.223869467E1
6.908726260E-1,7.700051785E0,-1.046296024E1,-1.230619669E0,1.304909036E1
6.928858260E-1,9.763854027E0,-1.006312943E1,-1.221042871E0,1.407445789E1
6.948990920E-1,1.081730270E1,-9.811738014E0,-1.213860273E0,1.465461352E1
6.969123250E-1,1.286195087E1,-9.215581894E0,-1.146822572E0,1.586417133E1
6.989255580E-1,1.505055046E1,-8.432677269E0,-1.027112484E0,1.728247885E1
7.009671240E-1,1.708562279E1,-7.649773598E0,-8.236053586E-1,1.873808603E1
7.030086900E-1,1.904647255E1,-6.833351135E0,-5.171475410E-1,2.024179453E1
7.050502560E-1,2.094746971E1,-6.411971569E0,-1.005564705E-1,2.190707599E1
7.070918220E-1,2.190036201E1,-5.581183434E0,1.508347094E-1,2.260084547E1
7.091333550E-1,2.380854034E1,-4.740519524E0,7.972691655E-1,2.428898427E1
7.111749550E-1,2.569786453E1,-3.892971992E0,1.561019540E0,2.603790035E1
7.132165210E-1,2.662681580E1,-3.481169224E0,1.984793186E0,2.692666453E1
7.152580540E-1,2.830754471E1,-2.631227732E0,2.940079689E0,2.858119164E1
7.172995870E-1,2.973927689E1,-1.783680320E0,4.077325344E0,3.007042878E1
7.193410530E-1,3.037613487E1,-1.374271750E0,4.697423935E0,3.076790510E1
7.213825860E-1,3.152535248E1,-6.584054828E-1,6.033687592E0,3.210431019E1
7.234241520E-1,3.254528046E1,-5.027823523E-2,7.410353661E0,3.337830357E1
7.254649520E-1,3.304566956E1,1.987187415E-1,8.097489357E0,3.402389013E1
7.275064850E-1,3.396983337E1,6.488286853E-1,9.462183952E0,3.526901591E1
7.295479850E-1,3.478416061E1,1.036689281E0,1.082448483E1,3.644423172E1
7.315895180E-1,3.549044800E1,1.223437071E0,1.149486160E1,3.732560168E1
7.336310510E-1,3.581605911E1,1.618480325E0,1.282603741E1,3.807777310E1
7.356725170E-1,3.644094849E1,2.039859772E0,1.412369537E1,3.913543823E1
7.377140170E-1,3.699400711E1,2.528276920E0,1.533067226E1,4.012453437E1
7.397554830E-1,3.744411850E1,3.057395458E0,1.638890839E1,4.098787620E1
7.417969160E-1,3.763565445E1,3.327940464E0,1.689887428E1,4.138948690E1
7.438383160E-1,3.790859222E1,3.869029999E0,1.784937286E1,4.207886488E1
7.458797160E-1,3.795647812E1,4.115632534E0,1.830187607E1,4.233900483E1
7.479334490E-1,3.786071014E1,4.565742493E0,1.913745308E1,4.266756951E1
7.499873150E-1,3.751115417E1,4.881777287E0,1.977670479E1,4.268531936E1
7.520412150E-1,3.696288300E1,5.064035892E0,2.026033401E1,4.245444986E1
7.540951480E-1,3.663966751E1,5.114314079E0,2.044947433E1,4.227058604E1
7.561491140E-1,3.592858887E1,5.090372086E0,2.077029800E1,4.181125046E1
7.582030800E-1,3.511455917E1,5.011363506E0,2.103366089E1,4.123785786E1
7.602570460E-1,3.421403885E1,4.932354927E0,2.125871468E1,4.058154173E1
7.622826790E-1,3.371844101E1,4.718971729E0,2.135208893E1,4.018847671E1
7.643083450E-1,3.269372177E1,4.450820923E0,2.151250076E1,3.938879205E1
7.663340110E-1,3.161393738E1,4.137180328E0,2.165854645E1,3.854412967E1
7.683596110E-1,3.105130005E1,3.971980572E0,2.172319031E1,3.810323951E1
7.703852440E-1,2.992123604E1,3.677493811E0,2.182614136E1,3.721807052E1
7.724108100E-1,2.879356766E1,3.383007050E0,2.186444855E1,3.631209696E1
7.744364100E-1,2.823811340E1,3.246537447E0,2.187163162E1,3.586501532E1
7.764619760E-1,2.717987633E1,2.995146275E0,2.183332443E1,3.499157947E1
7.784875090E-1,2.617910004E1,2.772485495E0,2.169445992E1,3.411277687E1
7.805130420E-1,2.570025826E1,2.674323320E0,2.159390450E1,3.367420364E1
7.834460420E-1,2.442863846E1,2.432508945E0,2.121083069E1,3.244340943E1
7.855980960E-1,2.371516609E1,2.339135170E0,2.090916252E1,3.170289787E1
7.876100960E-1,2.338955498E1,2.310404539E0,2.075593376E1,3.135630778E1
7.896220960E-1,2.282452393E1,2.260126352E0,2.039919662E1,3.069518344E1
7.916350960E-1,2.230019379E1,2.248155355E0,2.000415421E1,3.004195451E1
7.936484290E-1,2.205837822E1,2.250549555E0,1.980304146E1,2.972873146E1
7.956616790E-1,2.161545181E1,2.252943754E0,1.933138275E1,2.908618008E1
7.976748790E-1,2.120843697E1,2.298433542E0,1.879268837E1,2.842966288E1
7.996882120E-1,2.101929474E1,2.346317768E0,1.848622894E1,2.809015164E1
8.017014970E-1,2.047581100E1,2.446874142E0,1.751178932E1,2.705381294E1
8.037173720E-1,2.029624557E1,2.485181332E0,1.715984154E1,2.669407935E1
8.057330380E-1,2.012146950E1,2.521094322E0,1.681028938E1,2.634037358E1
8.077484380E-1,1.979585838E1,2.600103140E0,1.611357689E1,2.565704398E1
8.097636190E-1,1.944391060E1,2.652775526E0,1.542883396E1,2.496300853E1
8.117786190E-1,1.906562614E1,2.712630510E0,1.473930454E1,2.425084664E1
8.137934650E-1,1.884535980E1,2.726995707E0,1.438945103E1,2.386714043E1
8.158082500E-1,1.838327980E1,2.750937700E0,1.368795013E1,2.308403373E1
8.178229830E-1,1.786134338E1,2.738966703E0,1.301039124E1,2.226656251E1
8.198376080E-1,1.760516357E1,2.731784105E0,1.267280865E1,2.186331420E1
8.218521370E-1,1.709519958E1,2.695871115E0,1.197370243E1,2.104478842E1
8.238664140E-1,1.659720421E1,2.633621931E0,1.130093098E1,2.025127633E1
8.258805710E-1,1.635778427E1,2.602497339E0,1.098250294E1,1.987373818E1
8.278945710E-1,1.583345413E1,2.511517525E0,1.038395214E1,1.910058774E1
8.299085710E-1,1.529954720E1,2.415749550E0,9.826103210E0,1.834296308E1
8.319224800E-1,1.503139687E1,2.365471363E0,9.553164482E0,1.796667187E1
8.339363490E-1,1.445648956E1,2.250549555E0,9.033622742E0,1.719480746E1
8.359501820E-1,1.386751556E1,2.128445387E0,8.514080048E0,1.641121040E1
8.379639420E-1,1.331445503E1,2.063801765E0,7.999327183E0,1.566918077E1
8.399776340E-1,1.304391003E1,1.910573006E0,7.750329971E0,1.529253062E1
8.419912630E-1,1.248845577E1,1.778891921E0,7.273883820E0,1.456143433E1
8.440049050E-1,1.197130775E1,1.647210717E0,6.816591740E0,1.387412828E1
8.460185250E-1,1.170794582E1,1.582567334E0,6.589142323E0,1.352764988E1
8.480320910E-1,1.119319248E1,1.453280449E0,6.165368557E0,1.286123444E1
8.500456570E-1,1.073589993E1,1.352723956E0,5.775113583E0,1.226545336E1
8.520591900E-1,1.052999878E1,1.312022567E0,5.583577633E0,1.199077215E1
8.540726560E-1,1.013016701E1,1.242590666E0,5.200505257E0,1.145467460E1
8.560861220E-1,9.742305756E0,1.185129881E0,4.853046894E0,1.094847562E1
8.580996220E-1,9.560346603E0,1.154005170E0,4.675876141E0,1.070494151E1
8.601130880E-1,9.249100685E0,1.079784989E0,4.355052948E0,1.027999442E1
8.621265540E-1,8.976161003E0,1.029506683E0,4.046200752E0,9.899651049E0
8.641410540E-1,8.698433876E0,9.864110947E-1,3.763684988E0,9.528960249E0
8.661536870E-1,8.590695381E0,9.720458984E-1,3.627215624E0,9.375586037E0
8.681663530E-1,8.411129951E0,9.888052940E-1,3.363853455E0,9.112647970E0
8.701789860E-1,8.248324394E0,9.911994934E-1,3.138798475E0,8.880843857E0
8.721916190E-1,8.176498413E0,9.935936928E-1,3.038241863E0,8.779138246E0
8.742042190E-1,8.061576843E0,1.003170490E0,2.894589901E0,8.624037507E0
8.762167850E-1,7.961019993E0,9.911994934E-1,2.810792685E0,8.500639463E0
8.782293180E-1,7.910741806E0,9.888052940E-1,2.777273893E0,8.442204813E0
8.802418510E-1,7.819762230E0,9.864110947E-1,2.729389906E0,8.340938643E0
8.822543510E-1,7.738358974E0,1.003170490E0,2.750937700E0,8.273826737E0
8.842669170E-1,7.695263386E0,1.027112484E0,2.762908697E0,8.240491678E0
8.862794830E-1,7.616254807E0,1.058237195E0,2.806004286E0,8.185405506E0
8.882920830E-1,7.530063629E0,1.122880578E0,2.829946518E0,8.122272856E0
8.903046490E-1,7.510910034E0,1.142034173E0,2.851494312E0,8.114741611E0
8.923172150E-1,7.482179642E0,1.175553083E0,2.873042107E0,8.100574559E0
8.943298150E-1,7.415142059E0,1.201889277E0,2.873042107E0,8.042589169E0
8.963424150E-1,7.355287075E0,1.209071875E0,2.849100113E0,7.979941993E0
8.983550150E-1,7.314585686E0,1.209071875E0,2.832340717E0,7.936445835E0
9.003676480E-1,7.254730225E0,1.216254473E0,2.798821688E0,7.870437625E0
9.023802810E-1,7.197269440E0,1.180341482E0,2.748543501E0,7.794125017E0
9.043928140E-1,7.158962250E0,1.177947283E0,2.717418909E0,7.747429627E0
9.064052800E-1,7.123049259E0,1.180341482E0,2.674323320E0,7.699548168E0
9.084185800E-1,7.063194275E0,1.175553083E0,2.643198729E0,7.632636369E0
9.104311130E-1,7.051223278E0,1.168370485E0,2.626439333E0,7.614658422E0
9.124436130E-1,7.032069683E0,1.185129881E0,2.592920542E0,7.588001964E0
9.144561130E-1,6.996156693E0,1.213860273E0,2.564189911E0,7.549485753E0
9.164685790E-1,6.984185696E0,1.221042871E0,2.545036316E0,7.533060824E0
9.184810120E-1,6.969820499E0,1.247379065E0,2.516305923E0,7.514396039E0
9.204934120E-1,6.950666904E0,1.259350061E0,2.504334927E0,7.494626503E0
9.225057780E-1,6.926724911E0,1.285686255E0,2.497152328E0,7.474508471E0
9.245163440E-1,6.907571316E0,1.283292055E0,2.506729126E0,7.459562379E0
9.265287100E-1,6.883629322E0,1.261744261E0,2.528276920E0,7.441003656E0
9.285409760E-1,6.890811920E0,1.264138460E0,2.592920542E0,7.470245772E0
9.305532420E-1,6.888417721E0,1.266532660E0,2.621650934E0,7.478466239E0
9.325654750E-1,6.919542313E0,1.244984865E0,2.681505919E0,7.524661263E0
9.345777080E-1,6.953061104E0,1.225831270E0,2.731784105E0,7.570360983E0
9.365899080E-1,6.974608898E0,1.230619669E0,2.746149302E0,7.596112824E0
9.386020740E-1,7.010521889E0,1.266532660E0,2.784456491E0,7.648837826E0
9.406142070E-1,7.046434879E0,1.288080573E0,2.846705914E0,7.708121083E0
9.426263400E-1,7.067982674E0,1.295263171E0,2.887407303E0,7.744107869E0
9.455593400E-1,7.067982674E0,1.268926859E0,2.992752075E0,7.779660624E0
9.475410960E-1,7.041646481E0,1.242590666E0,3.031059265E0,7.766346438E0
9.495530960E-1,7.010521889E0,1.228225470E0,3.055001259E0,7.745255816E0
9.515660960E-1,6.924330711E0,1.158793569E0,3.086126089E0,7.668985107E0
9.535790960E-1,6.857293129E0,1.065419793E0,3.114856482E0,7.606570797E0
9.555920960E-1,6.814197540E0,1.034295082E0,3.134010077E0,7.571332353E0
9.576048460E-1,6.720823288E0,9.744400978E-1,3.167528868E0,7.493479719E0
9.596176460E-1,6.637026310E0,8.882488012E-1,3.198653460E0,7.420949274E0
9.616303120E-1,6.596324921E0,8.571242094E-1,3.210624456E0,7.386086499E0
9.636428830E-1,6.519710541E0,7.948749661E-1,3.229778051E0,7.319147355E0
9.656553830E-1,6.455067158E0,7.637503147E-1,3.239354849E0,7.262549579E0
9.676678270E-1,6.395212173E0,7.637503147E-1,3.258508444E0,7.218028163E0
9.696802270E-1,6.378452778E0,7.685387731E-1,3.296815634E0,7.221101371E0
9.716925900E-1,6.347328186E0,7.709329724E-1,3.325546265E0,7.207091696E0
9.737050060E-1,6.325780392E0,7.781155705E-1,3.387795448E0,7.217902701E0
9.757173900E-1,6.328174591E0,7.757213712E-1,3.411737442E0,7.231008897E0
9.777297470E-1,6.316203594E0,7.829039693E-1,3.464409828E0,7.246344039E0
9.797420800E-1,6.306626320E0,7.948749661E-1,3.531447411E0,7.271621729E0
9.817543920E-1,6.309020519E0,7.972691655E-1,3.557783842E0,7.286782822E0
9.837666860E-1,6.325780392E0,7.852981687E-1,3.660734415E0,7.350725626E0
9.857789630E-1,6.330568790E0,7.829039693E-1,3.691859007E0,7.370133158E0
9.877912260E-1,6.337751389E0,7.876923680E-1,3.730166197E0,7.396059206E0
9.898034260E-1,6.385635376E0,8.140285611E-1,3.828328609E0,7.489664986E0
9.918330450E-1,6.457461357E0,8.283938169E-1,3.938461781E0,7.608976586E0
9.938619080E-1,6.524498940E0,8.619126081E-1,4.053383350E0,7.729288217E0
9.958900810E-1,6.553229332E0,8.954314590E-1,4.101267338E0,7.782480707E0
9.979176220E-1,6.651391506E0,9.696516991E-1,4.182670593E0,7.916815438E0
9.999445420E-1,6.754342079E0,1.010353088E0,4.247313976E0,8.042488812E0
1.001970965E0,6.905177116E0,1.065419793E0,4.285621166E0,8.196532140E0
1.003996890E0,6.974608898E0,1.103726983E0,4.297592163E0,8.266358384E0
1.006022354E0,7.108684063E0,1.180341482E0,4.309563160E0,8.396364079E0
1.008047354E0,7.254730225E0,1.252167463E0,4.302380562E0,8.526987304E0
1.010071987E0,7.321768284E0,1.288080573E0,4.307168961E0,8.591806959E0
1.012096587E0,7.453449249E0,1.355118155E0,4.335899353E0,8.728704035E0
1.014121153E0,7.575553417E0,1.436521053E0,4.381389141E0,8.868436904E0
1.016145719E0,7.628225803E0,1.460463047E0,4.410119534E0,8.931513619E0
1.018170319E0,7.743147373E0,1.517923832E0,4.496310711E0,9.081697749E0
1.020194919E0,7.812579632E0,1.568202138E0,4.592078686E0,9.196893231E0
1.022219552E0,7.834127426E0,1.604115129E0,4.623203278E0,9.236922995E0
1.024244252E0,7.858069420E0,1.644816518E0,4.685452938E0,9.295598185E0
1.026297352E0,7.855675220E0,1.651999116E0,4.730942726E0,9.317862058E0
1.028350518E0,7.860463619E0,1.644816518E0,4.733336926E0,9.321844675E0
1.030403718E0,7.862857819E0,1.640028119E0,4.735731125E0,9.324235872E0
1.032457018E0,7.814973831E0,1.628057122E0,4.718971729E0,9.273245395E0
1.034510284E0,7.798214436E0,1.632845521E0,4.695029736E0,9.247790931E0
1.036563584E0,7.769483566E0,1.632845521E0,4.663905144E0,9.207772291E0
1.038616950E0,7.728782177E0,1.630451322E0,4.632780075E0,9.157242853E0
1.040670350E0,7.702445984E0,1.625662923E0,4.601655483E0,9.118425701E0
1.042723850E0,7.654561996E0,1.635239720E0,4.517858505E0,9.037553528E0
1.044777383E0,7.613860607E0,1.635239720E0,4.460397720E0,8.974409736E0
1.046830916E0,7.601889610E0,1.642422318E0,4.426878929E0,8.948940371E0
1.048884516E0,7.587524414E0,1.663970232E0,4.335899353E0,8.896029837E0
1.050938182E0,7.544428825E0,1.687912226E0,4.266467571E0,8.830073585E0
1.052979682E0,7.515698433E0,1.716642618E0,4.220977783E0,8.789154582E0
1.055021215E0,7.503727436E0,1.742978811E0,4.201824188E0,8.774920346E0
1.057062781E0,7.467814445E0,1.750161409E0,4.173093796E0,8.731897238E0
1.059104347E0,7.439084053E0,1.740584612E0,4.132391930E0,8.685981200E0
1.061145980E0,7.429507256E0,1.733402014E0,4.110844135E0,8.666100629E0
1.063187580E0,7.412747860E0,1.740584612E0,4.072536945E0,8.635046195E0
1.065229146E0,7.367258072E0,1.733402014E0,4.084507942E0,8.600254599E0
1.067270612E0,7.352892876E0,1.726219416E0,4.079719543E0,8.584228484E0
1.069312078E0,7.305008888E0,1.728613615E0,4.070142746E0,8.539164002E0
1.071353478E0,7.273883820E0,1.723825216E0,4.086902142E0,8.519608460E0
1.073394944E0,7.247547626E0,1.697489023E0,4.079719543E0,8.488376001E0
1.075436444E0,7.190086842E0,1.675941229E0,4.084507942E0,8.437377135E0
1.077477977E0,7.158962250E0,1.649604917E0,4.091690540E0,8.409153843E0
1.079519477E0,7.149385452E0,1.637633920E0,4.070142746E0,8.388183306E0
1.081560977E0,7.142202854E0,1.623268723E0,4.065354347E0,8.376942696E0
1.083602443E0,7.137414455E0,1.640028119E0,4.062960148E0,8.374964030E0
1.085643843E0,7.163750648E0,1.666364431E0,4.043806553E0,8.393358399E0
1.087656876E0,7.163750648E0,1.687912226E0,4.041412354E0,8.396510278E0
1.089669842E0,7.187692642E0,1.723825216E0,4.017470360E0,8.412762150E0
1.091682808E0,7.225999832E0,1.759738207E0,4.007893562E0,8.448370431E0
1.093695708E0,7.247547626E0,1.790862918E0,4.007893562E0,8.473331541E0
1.095708608E0,7.278672218E0,1.819593310E0,3.998316765E0,8.501560211E0
1.097721508E0,7.316979885E0,1.838746905E0,3.986345768E0,8.532885643E0
1.099734374E0,7.336133480E0,1.838746905E0,3.981557369E0,8.547083930E0
1.101747274E0,7.384017467E0,1.860294700E0,3.983951569E0,8.593967677E0
1.103760140E0,7.417536259E0,1.884236693E0,4.027047157E0,8.647965129E0
1.105773040E0,7.453449249E0,1.900996208E0,4.086902142E0,8.710365171E0
1.107785940E0,7.486968040E0,1.903390408E0,4.122815132E0,8.756437066E0
1.109798806E0,7.508515835E0,1.917755604E0,4.237737179E0,8.832554160E0
1.111811672E0,7.501333237E0,1.944091797E0,4.350264549E0,8.886748274E0
1.113824505E0,7.518092632E0,1.951274395E0,4.405331135E0,8.929509001E0
1.115837338E0,7.580341816E0,1.968033791E0,4.510675907E0,9.037750615E0
1.117850138E0,7.616254807E0,1.999158382E0,4.580107689E0,9.109410407E0
1.119862971E0,7.659350395E0,2.011129379E0,4.587290287E0,9.151695036E0
1.121875771E0,7.726387978E0,2.042253971E0,4.556165695E0,9.199267270E0
1.123888537E0,7.805397034E0,2.066195965E0,4.513070107E0,9.249929211E0
1.125901370E0,7.848492622E0,2.078166962E0,4.491522312E0,9.278544446E0
1.127914336E0,7.915530205E0,2.128445387E0,4.438849926E0,9.321442316E0
1.129927402E0,7.982567787E0,2.185906172E0,4.395754337E0,9.371351581E0
1.131940468E0,8.028057098E0,2.214636564E0,4.393360138E0,9.415727757E0
1.133953501E0,8.083124161E0,2.269703150E0,4.383783340E0,9.471325407E0
1.135966567E0,8.121431351E0,2.331952572E0,4.410119534E0,9.531254077E0
1.137979600E0,8.138191223E0,2.391807556E0,4.434061527E0,9.571405403E0
1.139992666E0,8.140584946E0,2.415749550E0,4.458003521E0,9.590556008E0
1.142005732E0,8.135796547E0,2.434903145E0,4.537012100E0,9.628313330E0
1.144018832E0,8.109460831E0,2.454056740E0,4.625597477E0,9.653077305E0
1.146031998E0,8.083124161E0,2.451662540E0,4.683058739E0,9.658083897E0
1.148045064E0,8.078335762E0,2.451662540E0,4.781220913E0,9.702073557E0
1.150058130E0,8.061576843E0,2.439691544E0,4.826710701E0,9.707638859E0
1.152071130E0,8.042423248E0,2.432508945E0,4.857835293E0,9.705474497E0
1.154084130E0,7.996932983E0,2.406172752E0,4.920383930E0,9.692821182E0
1.156097130E0,7.961019993E0,2.375048161E0,4.934749126E0,9.662838198E0
1.158110063E0,7.949048996E0,2.370259762E0,4.939537525E0,9.654249957E0
1.160123063E0,7.922712803E0,2.363077164E0,4.953902721E0,9.638187797E0
1.162136063E0,7.903559208E0,2.351106167E0,4.992209911E0,9.639300190E0
1.164149063E0,7.913136005E0,2.353500366E0,5.030517101E0,9.667615410E0
1.166162063E0,7.939472198E0,2.406172752E0,5.073612690E0,9.724527332E0
1.168175063E0,7.965808392E0,2.415749550E0,5.104737282E0,9.764644998E0
1.170188063E0,7.989750385E0,2.456450939E0,5.181351662E0,9.834463253E0
1.172201096E0,8.008903503E0,2.485181332E0,5.212476254E0,9.873630045E0
1.174214162E0,8.054393768E0,2.528276920E0,5.284302235E0,9.959382173E0
1.176227162E0,8.121431351E0,2.585737944E0,5.358522892E0,1.006764399E1
1.178240128E0,8.162133217E0,2.619256735E0,5.401618481E0,1.013204849E1
1.180253061E0,8.250718117E0,2.662352324E0,5.487809658E0,1.026053235E1
1.182265994E0,8.332120895E0,2.715024710E0,5.576395035E0,1.038709677E1
1.184278994E0,8.380004883E0,2.741360903E0,5.621884823E0,1.045682219E1
1.186291960E0,8.485349655E0,2.817975283E0,5.710470200E0,1.060903452E1
1.189237960E0,8.624214172E0,2.873042107E0,5.806238174E0,1.078628030E1
1.191234096E0,8.667309761E0,2.896984100E0,5.834969044E0,1.084258452E1
1.193249096E0,8.770259857E0,2.968810081E0,5.906795025E0,1.098278283E1
1.195262096E0,8.889969826E0,3.045424461E0,5.976226807E0,1.113649229E1
1.197274596E0,8.947430611E0,3.078943491E0,6.016928196E0,1.121337739E1
1.199287596E0,9.069535255E0,3.134010077E0,6.088754177E0,1.136448047E1
1.201300596E0,9.237129211E0,3.184288263E0,6.148609161E0,1.154424716E1
1.203313396E0,9.325715065E0,3.213018656E0,6.167762756E0,1.163330339E1
1.205326229E0,9.534010887E0,3.260902643E0,6.172551155E0,1.181656623E1
1.207339086E0,9.744700432E0,3.354276657E0,6.177339554E0,1.201540188E1
1.209351836E0,9.936236382E0,3.406949043E0,6.162974358E0,1.217860206E1
1.211364836E0,1.002961063E1,3.529053211E0,6.155791759E0,1.228580800E1
1.213377836E0,1.022593498E1,3.665522814E0,6.136638165E0,1.247654326E1
1.215390926E0,1.038634586E1,3.768473387E0,6.127061367E0,1.263401967E1
1.217404009E0,1.046056652E1,3.825934410E0,6.124667168E0,1.271112796E1
1.219417085E0,1.059943008E1,3.931279182E0,6.098330975E0,1.284494121E1
1.221430299E0,1.075265884E1,4.034229755E0,6.071994781E0,1.299091231E1
1.223443565E0,1.083166790E1,4.072536945E0,6.079177380E0,1.307160986E1
1.225456877E0,1.098010826E1,4.137180328E0,6.069600582E0,1.321056735E1
1.227470229E0,1.113573170E1,4.201824188E0,6.076783180E0,1.336364998E1
1.229483395E0,1.120516300E1,4.235342979E0,6.086359978E0,1.343642757E1
1.231496500E0,1.131769085E1,4.297592163E0,6.124667168E0,1.356727579E1
1.233509550E0,1.142064095E1,4.338293552E0,6.174945354E0,1.368874650E1
1.235540216E0,1.148767948E1,4.357447147E0,6.230011940E0,1.377560069E1
1.237570125E0,1.156429386E1,4.362235546E0,6.299443722E0,1.387245410E1
1.239599255E0,1.159302425E1,4.371812344E0,6.356904984E0,1.392555907E1
1.241627755E0,1.163372517E1,4.359841347E0,6.457461357E0,1.400180649E1
1.243655555E0,1.165527344E1,4.362235546E0,6.567594528E0,1.407152429E1
1.245682785E0,1.165766716E1,4.345476151E0,6.622661114E0,1.409411249E1
1.247709488E0,1.166485023E1,4.311957359E0,6.692092896E0,1.412252862E1
1.249735702E0,1.166245556E1,4.266467571E0,6.771101475E0,1.414437805E1
1.251761460E0,1.167921543E1,4.235342979E0,6.814197540E0,1.416952686E1
1.253786793E0,1.172949314E1,4.197035789E0,6.890811920E0,1.423655182E1
1.255812126E0,1.178695393E1,4.173093796E0,6.962637901E0,1.431171972E1
1.257837492E0,1.180131912E1,4.177882195E0,6.993762493E0,1.434010274E1
1.259862825E0,1.189229870E1,4.168305397E0,7.051223278E0,1.444026620E1
1.261888158E0,1.199046135E1,4.177882195E0,7.103895664E0,1.454961156E1
1.263913491E0,1.206468201E1,4.177882195E0,7.125443459E0,1.462132675E1
1.265938824E0,1.222030449E1,4.204218388E0,7.173327446E0,1.478066036E1
1.267964157E0,1.241423512E1,4.237737179E0,7.245153427E0,1.498545622E1
1.270017790E0,1.264407825E1,4.290409565E0,7.333739281E0,1.523364897E1
1.272071390E0,1.289068127E1,4.359841347E0,7.398382664E0,1.548915576E1
1.274124990E0,1.318516827E1,4.438849926E0,7.472602844E0,1.579214501E1
1.276178523E0,1.334079075E1,4.486733913E0,7.525275230E0,1.596049016E1
1.278232023E0,1.367119122E1,4.601655483E0,7.644985199E0,1.632551687E1
1.280285489E0,1.405665779E1,4.738125324E0,7.747935772E0,1.673529111E1
1.282338822E0,1.424101067E1,4.802768707E0,7.803002834E0,1.693398433E1
1.284392088E0,1.460732365E1,4.934749126E0,7.937077999E0,1.734136270E1
